Time,SWH,WDIR,WSPD,GST,DPD,APD,MWD,PRES,ATMP,WTMP
2023/5/21 23:10,0.69,63,5.7,6.6,7.69,4.94,81,1014.8,23.4,25.1
2023/5/21 23:40,0.68,63,5.1,6.4,8.33,5.14,96,1014.9,23.5,25.2
2023/5/22 0:10,0.69,71,4.7,5.9,7.69,4.91,96,1015.3,23.6,25.4
2023/5/22 0:40,0.75,69,5.8,7,8.33,5.21,85,1015.2,23.7,25.4
2023/5/22 1:10,0.73,65,6.8,8.3,8.33,4.85,92,1015.4,23.7,25.3
2023/5/22 1:40,0.74,58,6.6,8,7.69,4.61,83,1015.7,23.7,25.3
2023/5/22 2:10,0.79,63,6.8,8.4,8.33,4.49,89,1016,23.7,25.3
2023/5/22 2:40,0.78,59,6.8,8.1,7.69,4.29,88,1016.3,23.7,25.3
2023/5/22 3:10,0.82,68,6.6,8.5,9.09,4.33,98,1016.3,23.7,25.2
2023/5/22 3:40,0.86,69,6.3,7.9,8.33,4.35,108,1016.6,23.8,25.2
2023/5/22 4:10,0.91,56,7.8,9.2,7.14,4.31,101,1016.4,23.7,25.2
2023/5/22 4:40,0.91,56,7.4,9.3,8.33,4.32,106,1016.3,23.4,25.1
2023/5/22 5:10,0.98,55,8.4,10.4,4,4.28,59,1016.2,23.3,25.1
2023/5/22 5:40,1.06,58,9.3,11.3,8.33,4.35,117,1015.9,23.3,25
2023/5/22 6:10,1.22,49,9.1,11.8,4.55,4.26,52,1015.7,23.1,25
2023/5/22 6:40,1.32,46,9.7,11.7,4.55,4.37,47,1015.6,22.8,24.9
2023/5/22 7:10,1.37,44,9.6,11.6,5,4.45,55,1015.5,22.6,24.9
2023/5/22 7:40,1.48,49,10.1,12.6,5,4.4,44,1015.3,22.5,24.9
2023/5/22 8:10,1.54,46,9.9,12,5.26,4.56,44,1015.5,22.5,24.9
2023/5/22 8:40,1.51,42,10.1,11.7,5.26,4.59,47,1015.6,22.4,24.9
2023/5/22 9:10,1.49,46,9.7,12.5,5.56,4.5,56,1015.6,22.4,24.9
2023/5/22 9:40,1.36,55,9.1,11.3,5.26,4.4,43,1015.3,22.3,24.9
2023/5/22 10:10,1.25,54,9.3,11.3,5.26,4.41,53,1015.5,22.3,24.9
2023/5/22 10:40,1.27,45,9.6,11.8,5,4.47,61,1015.7,22.3,24.9
2023/5/22 11:10,1.43,51,9,11.3,5.56,4.54,62,1016,22.5,25
2023/5/22 11:40,1.42,49,9.7,11.7,5.26,4.53,56,1016.3,22.6,25
2023/5/22 12:10,1.44,54,9.2,11.2,5.56,4.64,62,1016.5,22.8,25
2023/5/22 12:40,1.45,62,9,10.8,5.56,4.59,64,1016.9,23,25
2023/5/22 13:10,1.45,54,8.9,11,5.88,4.69,59,1017.3,23.1,25
2023/5/22 13:40,1.55,53,8.6,11,5.56,4.76,63,1017.3,23,25.1
2023/5/22 14:10,1.56,51,9.6,11.6,6.67,4.78,70,1017,23,25.1
2023/5/22 14:40,1.51,54,9,11.3,5.88,4.75,62,1017.4,22.9,25.1
2023/5/22 15:10,1.42,49,8.8,10.8,5.56,4.76,67,1017.4,22.9,25.1
2023/5/22 15:40,1.53,41,8.9,10.6,6.25,4.7,70,1017.6,22.8,25.1
2023/5/22 16:10,1.51,46,9.3,11.3,6.25,4.79,57,1017.4,22.7,25.2
2023/5/22 16:40,1.5,43,8.7,10.6,6.25,4.73,61,1017.6,22.8,25.2
2023/5/22 17:10,1.48,37,9.2,11.3,5.26,4.83,67,1017.4,22.7,25.2
2023/5/22 17:40,1.53,35,9.1,11.3,6.25,4.84,70,1017.6,22.7,25.2
2023/5/22 18:10,1.5,37,9.2,11.1,5.88,4.7,60,1017.3,22.7,25.2
2023/5/22 18:40,1.56,35,9.5,11.5,5.88,4.83,70,1017.1,22.9,25.2
2023/5/22 19:10,1.62,39,9.6,11.9,6.25,4.78,69,1017,22.7,25.2
2023/5/22 19:40,1.71,42,10.2,12.2,5.88,4.8,73,1016.9,22.6,25.2
2023/5/22 20:10,1.61,40,9.8,11.9,6.67,4.78,63,1016.8,22.6,25.2
2023/5/22 20:40,1.71,39,10.2,12.3,6.25,4.82,65,1016.8,22.5,25.2
2023/5/22 21:10,1.67,41,10.5,12.8,5.88,4.89,53,1016.5,22.6,25.2
2023/5/22 21:40,1.78,48,10.6,12.8,6.25,4.83,70,1016.5,22.8,25.2
2023/5/22 22:10,1.87,52,10.7,12.8,6.25,4.99,60,1016.5,23,25.2
2023/5/22 22:40,1.71,50,10.9,13,5.88,4.88,55,1016.3,23.3,25.2
2023/5/22 23:10,1.95,52,10.9,13.5,6.25,5.07,63,1016.2,23.4,25.3
2023/5/22 23:40,1.82,53,11.4,14.7,6.25,4.93,52,1016.1,23.5,25.2
2023/5/23 0:10,1.87,57,12.1,15.2,6.67,5.01,56,1016.3,23.5,25.2
2023/5/23 0:40,2.02,57,12,15.1,5.88,5.26,52,1016.2,23.6,25.2
2023/5/23 1:10,2.11,59,11.9,14.8,6.67,5.28,60,1016.3,23.7,25.2
2023/5/23 1:40,2.03,58,11.2,13.9,6.67,5.26,54,1016.8,23.8,25.1
2023/5/23 2:10,2.14,58,11.3,13.7,7.14,5.38,68,1017,23.9,25.1
2023/5/23 2:40,2.19,60,11.2,13.7,6.25,5.4,51,1017.3,23.9,25.05
2023/5/23 3:10,2.14,62,11.9,13.9,6.25,5.36,66,1017,23.9,25
2023/5/23 3:40,2.35,61,11.6,14.3,7.14,5.49,72,1016.8,23.9,25
2023/5/23 4:10,2.46,62,12.6,14.9,7.14,5.52,70,1016.6,23.7,25
2023/5/23 4:40,2.31,63,11.9,14.8,7.69,5.47,79,1016.8,23.5,25
2023/5/23 5:10,2.33,64,11.4,14.1,7.14,5.4,65,1016.9,23.5,24.9
2023/5/23 5:40,2.42,62,11,13.7,7.14,5.52,69,1016.7,23.5,24.9
2023/5/23 6:10,2.32,62,10.2,12.4,7.69,5.51,82,1016.5,23.5,24.8
2023/5/23 6:40,2.52,52,10.2,12.1,7.14,5.63,69,1016.4,23.3,24.8
2023/5/23 7:10,2.04,53,9.9,11.7,6.67,5.25,79,1016.3,23.2,24.8
2023/5/23 7:40,2.14,49,10.1,12.5,7.69,5.35,88,1015.9,23,24.8
2023/5/23 8:10,2.11,46,10.2,12.4,6.25,5.23,68,1015.8,22.9,24.7
2023/5/23 8:40,2.21,46,9.8,12.1,8.33,5.42,100,1015.9,22.8,24.7
2023/5/23 9:10,2.1,43,9.4,11.1,7.14,5.27,65,1016,22.8,24.7
2023/5/23 9:40,2.14,44,9.6,11.5,7.14,5.48,64,1016,22.9,24.8
2023/5/23 10:10,2.08,33,9.1,11,7.69,5.42,87,1016.2,22.9,24.8
2023/5/23 10:40,1.95,38,9.5,11.5,7.14,5.29,61,1016.2,22.9,24.8
2023/5/23 11:10,1.8,43,9.4,11.8,8.33,5.13,101,1016.4,23,24.7
2023/5/23 11:40,1.86,50,9.8,12.7,8.33,5.04,90,1016.3,23.2,24.8
2023/5/23 12:10,2.01,58,10.9,13.6,8.33,5.32,103,1016.4,23.3,24.7
2023/5/23 12:40,1.95,86,8.1,11.3,6.25,5.06,59,1016.7,22.7,24.7
2023/5/23 13:10,2.09,69,10.5,13.1,6.25,5.3,60,1016.7,23.2,24.7
2023/5/23 13:40,1.91,55,7.4,9.1,6.67,5.3,71,1016.9,23.2,24.7
2023/5/23 14:10,1.82,56,5.1,6.5,6.67,5.32,63,1017.1,23.4,24.7
2023/5/23 14:40,1.71,69,6.6,8.3,8.33,5,111,1017.3,23.9,24.7
2023/5/23 15:10,1.93,56,8.1,10,6.25,5.29,59,1017.3,23.4,24.7
2023/5/23 15:40,2.16,61,7.6,9.8,8.33,5.54,107,1017.3,23.5,24.7
2023/5/23 16:10,2.09,49,10.2,12,6.67,5.35,57,1017.1,23.2,24.7
2023/5/23 16:40,2.04,42,10,12.1,8.33,5.24,86,1017,23.1,24.7
2023/5/23 17:10,1.93,37,10.4,13.1,7.14,5.2,82,1016.8,23,24.7
2023/5/23 17:40,1.97,44,10.8,14,6.67,5.25,67,1016.6,23,24.7
2023/5/23 18:10,2.06,38,12.1,14.3,5.88,5.19,53,1016.4,22.8,24.7
2023/5/23 18:40,2.05,41,8.6,10.7,7.69,5.19,93,1016.7,23.2,24.6
2023/5/23 19:10,2.06,37,9.6,11.4,9.09,5.35,98,1016.5,22.7,24.5
2023/5/23 19:40,2.1,43,10.1,12.5,8.33,5.31,101,1016.7,22.3,24.5
2023/5/23 20:10,2.14,51,12,15.4,6.67,5.27,51,1016.8,21.6,24.5
2023/5/23 20:40,2.1,55,9.3,12.3,6.25,5.14,63,1016.8,20.7,24.4
2023/5/23 21:10,1.89,53,5.8,7.7,6.25,5.24,60,1016.7,21.2,24.4
2023/5/23 21:40,1.92,59,8.9,10.8,6.67,5.32,65,1016.2,23,24.3
2023/5/23 22:10,1.91,69,9.8,11.6,6.67,5.24,76,1016.2,22.6,24.3
2023/5/23 22:40,1.85,61,8.7,10.5,6.25,5.26,69,1016.2,22.2,24.3
2023/5/23 23:10,1.82,62,6.4,8.1,6.25,5.28,61,1016.2,22.1,24.3
2023/5/23 23:40,1.83,51,10.6,13,6.67,5.37,60,1015.9,23,24.3
2023/5/24 0:10,2,56,10.5,12.8,7.14,5.17,65,1015.9,23.3,24.3
2023/5/24 0:40,2.18,56,11.3,14,7.69,5.48,74,1015.7,23.2,24.2
2023/5/24 1:10,2.3,64,10.6,14,7.69,5.47,78,1015.9,23.2,24.2
2023/5/24 1:40,2.24,62,10.9,13.1,7.69,5.41,81,1016,23.2,24.6
2023/5/24 2:10,2.21,61,10.8,13.5,6.25,5.38,50,1016,23.2,24.6
2023/5/24 2:40,2.38,58,11.1,13.4,8.33,5.52,97,1015.9,23.2,24.6
2023/5/24 3:10,2.29,60,10.4,12.6,7.14,5.5,60,1015.9,23.2,24.6
2023/5/24 3:40,2.33,59,10.6,12.9,7.69,5.58,77,1015.7,23,24.5
2023/5/24 4:10,2.38,56,10.2,12.3,7.69,5.7,71,1015.7,23,24.5
2023/5/24 4:40,2.35,50,10.2,12.6,7.14,5.55,67,1015.7,22.9,24.6
2023/5/24 5:10,2.38,51,9.8,12.2,9.09,5.64,102,1015.4,22.8,24.6
2023/5/24 5:40,2.42,46,9.8,12.1,7.69,5.68,70,1015.2,22.6,24.5
2023/5/24 6:10,2.34,45,9.9,12.2,8.33,5.7,87,1014.9,22.6,24.2
2023/5/24 6:40,2.34,39,10.2,12.9,8.33,5.58,81,1014.7,22.4,24.2
2023/5/24 7:10,2.17,37,10.1,12.3,7.69,5.31,66,1014.6,22.1,24.1
2023/5/24 7:40,2.13,36,10.4,12.4,8.33,5.34,76,1014.5,21.9,23.6
2023/5/24 8:10,2.19,36,10.4,12.4,8.33,5.28,82,1014.3,21.8,23.7
2023/5/24 8:40,2.21,32,9.9,12.7,7.14,5.35,75,1014.5,21.8,23.7
2023/5/24 9:10,2.1,36,10.1,12.7,8.33,5.29,72,1014.4,21.6,23.7
2023/5/24 9:40,1.95,38,9.6,11.5,8.33,5.18,84,1014.1,21.6,23.7
2023/5/24 10:10,1.86,36,9.6,11.6,7.69,5,73,1014.2,21.3,23.8
2023/5/24 10:40,1.91,41,9.3,11.1,8.33,5.02,83,1014.6,21.3,23.9
2023/5/24 11:10,1.88,31,9.4,11.9,7.14,5.17,69,1014.7,21,24
2023/5/24 11:40,1.68,28,8.6,11.1,7.69,4.85,76,1014.9,20.9,24.1
2023/5/24 12:10,1.7,28,9,10.8,7.69,5.09,69,1014.9,20.8,24.2
2023/5/24 12:40,1.71,26,8.8,10.6,8.33,4.95,99,1015.1,20.5,24.2
2023/5/24 13:10,1.72,29,7.7,10.1,7.69,4.96,83,1015.5,20.4,24.2
2023/5/24 13:40,1.58,26,7.6,9.7,8.33,5.02,101,1015.6,20.2,24.2
2023/5/24 14:10,1.47,26,8.3,10.3,8.33,4.98,101,1015.5,20,24.3
2023/5/24 14:40,1.47,24,8.2,9.9,7.69,4.94,86,1015.4,19.7,24.3
2023/5/24 15:10,1.51,21,7.9,9.9,7.14,5.18,79,1015.4,19.6,24.3
2023/5/24 15:40,1.37,22,7,9.1,7.14,4.92,78,1015.3,19.6,24.2
2023/5/24 16:10,1.39,19,7.8,9.8,9.09,5.03,103,1015.2,19.7,24.2
2023/5/24 16:40,1.35,21,8.1,10.4,6.67,4.86,72,1015.1,19.4,24.2
2023/5/24 17:10,1.32,19,8,10.7,7.14,4.67,73,1014.9,19.6,24.3
2023/5/24 17:40,1.32,27,7.9,9.6,8.33,4.73,105,1014.7,19.7,24.3
2023/5/24 18:10,1.36,27,7.9,9.8,7.69,4.74,105,1014.2,19.8,24.3
2023/5/24 18:40,1.29,32,7.8,9.6,9.09,4.65,115,1014.1,19.8,24.4
2023/5/24 19:10,1.33,36,7.1,9.1,8.33,4.84,90,1013.8,19.9,24.4
2023/5/24 19:40,1.35,37,7.5,9.8,7.69,4.94,100,1013.4,20.4,24.4
2023/5/24 20:10,1.38,45,7.1,8.7,7.14,4.9,88,1013.2,20.8,25
2023/5/24 20:40,1.29,42,6.3,7.7,9.09,4.94,120,1013,21.1,24.9
2023/5/24 21:10,1.29,45,6.3,8.5,8.33,4.91,115,1012.8,21.4,24.9
2023/5/24 21:40,1.27,46,6.8,8.4,9.09,4.91,90,1012.4,21.8,25
2023/5/24 22:10,1.23,42,6.4,7.7,8.33,4.95,127,1012.5,22.2,25
2023/5/24 22:40,1.38,46,6.3,8.4,9.09,5.15,95,1012.4,22.5,25
2023/5/24 23:10,1.24,52,5.6,7.2,9.09,5.03,107,1012.7,22.4,25
2023/5/24 23:40,1.32,57,5.9,7.5,8.33,5.46,117,1012.7,22.4,25.3
2023/5/25 0:10,1.19,55,5.3,6.5,10,5.3,108,1012.8,22.4,25.3
2023/5/25 0:40,1.17,57,5.1,7.1,10,5.37,97,1012.9,22.3,25.3
2023/5/25 1:10,1.29,57,5.4,6.9,9.09,5.88,121,1012.4,22.3,25.3
2023/5/25 1:40,1.15,57,5.6,7.2,10,5.75,94,1012.4,22.4,25.5
2023/5/25 2:10,1.11,55,5.6,7.4,9.09,5.71,102,1012.4,22.6,25.8
2023/5/25 2:40,1.08,53,6.5,8.9,9.09,5.22,89,1012.4,22.7,26.1
2023/5/25 3:10,1.2,57,6.8,8.6,9.09,5.3,109,1012.3,22.7,26.2
2023/5/25 3:40,1.22,60,7.4,10.1,8.33,5.36,113,1012.4,22.9,26.1
2023/5/25 4:10,1.31,61,7.6,9.8,9.09,5.24,100,1012.5,23.1,26.1
2023/5/25 4:40,1.45,46,8.4,9.8,9.09,5.51,101,1012.3,23.1,26.1
2023/5/25 5:10,1.38,44,8.5,10.6,9.09,5.08,107,1011.6,23.2,26.1
2023/5/25 5:40,1.46,38,9.2,11.2,9.09,5.04,116,1011.3,23,26.1
2023/5/25 6:10,1.45,36,9.5,11.6,4.55,4.74,67,1011.2,22.5,26.1
2023/5/25 6:40,1.49,39,9.6,11.6,8.33,4.82,101,1011.2,22.7,26.1
2023/5/25 7:10,1.55,41,9.5,11.4,10,4.93,107,1011.2,22.7,26.1
2023/5/25 7:40,1.58,36,10,12.4,8.33,4.95,98,1010.8,22.7,26.2
2023/5/25 8:10,1.68,36,10,11.7,9.09,5.1,107,1010.8,22.6,26.1
2023/5/25 8:40,1.69,43,9.4,11.3,9.09,5.01,99,1011,22.6,26
2023/5/25 9:10,1.75,34,8.6,10.4,9.09,5.21,106,1011,22.4,26
2023/5/25 9:40,1.54,33,8,9.6,9.09,4.93,94,1011.1,22.2,26
2023/5/25 10:10,1.63,35,8.1,9.8,9.09,5.04,105,1011.3,22.1,26
2023/5/25 10:40,1.52,38,7.7,9.5,9.09,4.94,104,1011.6,22,26
2023/5/25 11:10,1.48,41,7.7,9.5,9.09,5.06,103,1011.7,22,26
2023/5/25 11:40,1.43,40,7.6,9.4,5.88,4.81,61,1011.6,22.1,25.9
2023/5/25 12:10,1.5,40,8.8,10.8,6.25,4.89,67,1011.7,22,25.8
2023/5/25 12:40,1.38,37,8.5,10.2,8.33,4.75,93,1011.9,22.1,25.7
2023/5/25 13:10,1.41,35,8.7,10.6,5.88,4.71,67,1011.9,22,25.6
2023/5/25 13:40,1.42,30,8.6,10.6,9.09,4.87,113,1011.8,22.2,25.5
2023/5/25 14:10,1.45,29,9.1,11.1,6.25,4.71,62,1011.7,22.4,25.4
2023/5/25 14:40,1.51,31,9.4,11.3,9.09,4.73,117,1011.9,22.3,25.3
2023/5/25 15:10,1.57,24,9.8,11.6,5.88,4.78,61,1011.8,22.1,25.2
2023/5/25 15:40,1.54,30,10,13.1,10,4.76,94,1011.8,22.3,25.1
2023/5/25 16:10,1.65,26,11,13.6,5.26,4.82,54,1011.5,22.2,25.2
2023/5/25 16:40,1.73,27,11.6,13.9,10,4.87,93,1011.4,22,25.2
2023/5/25 17:10,1.82,31,12.8,16.3,9.09,4.81,106,1011.2,21.7,25
2023/5/25 17:40,1.78,31,12.1,15.4,5.56,4.71,48,1011.4,21.9,25
2023/5/25 18:10,2.06,31,12.8,16.5,5.56,4.99,53,1011.2,21.9,24.9
2023/5/25 18:40,2.18,34,13.1,18.6,5.56,5,54,1011.5,21.9,24.8
2023/5/25 19:10,2.26,38,12,16.5,5.56,5.05,51,1012,21.6,24.7
2023/5/25 19:40,2.3,39,13.6,16.3,6.25,4.93,49,1011.5,22.2,24.8
2023/5/25 20:10,2.38,40,14.1,17.3,6.25,5.1,49,1011.4,22.4,24.7
2023/5/25 20:40,2.58,41,13.1,16.3,6.67,5.27,62,1011.4,22.6,24.7
2023/5/25 21:10,2.57,40,12.6,15.3,6.67,5.41,52,1011.4,22.5,24.7
2023/5/25 21:40,2.6,44,13.8,16.8,7.14,5.35,55,1011.3,22.9,24.7
2023/5/25 22:10,2.84,44,13.5,17,7.14,5.49,59,1011.3,22.9,24.9
2023/5/25 22:40,2.52,41,14,17,7.14,5.32,57,1011.3,22.7,25.1
2023/5/25 23:10,2.71,43,14.4,17.4,7.14,5.52,57,1011.4,22.7,25
2023/5/25 23:40,3.13,42,14.8,18.3,7.14,5.76,59,1011.8,22.6,24.8
2023/5/26 0:10,3.02,43,14.8,18.1,7.69,5.58,53,1011.9,22.5,24.6
2023/5/26 0:40,3.34,45,14.8,17.8,7.69,5.92,57,1012,22.4,24.6
2023/5/26 1:10,3.27,46,14.4,18.5,8.33,5.89,64,1012.2,22.3,24.5
2023/5/26 1:40,3.48,46,14.7,20.6,7.14,6.16,60,1012.1,22.2,24.9
2023/5/26 2:10,3.43,45,15.6,19,7.69,5.97,61,1012.1,22.3,25.1
2023/5/26 2:40,3.3,49,15.3,19.6,7.69,5.98,65,1012.2,22.4,25.1
2023/5/26 3:10,3.64,46,14.8,19.6,8.33,6.22,66,1012.3,22.5,25.2
2023/5/26 3:40,3.28,46,15.9,19.8,9.09,6.07,73,1012,22.4,26
2023/5/26 4:10,3.22,46,15.3,19.4,9.09,5.97,73,1012.1,21.9,25.9
2023/5/26 4:40,3.24,44,16,20,8.33,5.99,70,1011.7,22.3,26
2023/5/26 5:10,3.31,42,15.9,20.5,8.33,6.08,66,1011.6,21.5,26.1
2023/5/26 5:40,3.32,40,15.6,19.1,8.33,5.96,69,1011.7,22,26.3
2023/5/26 6:10,3.16,37,16.1,19.8,9.09,5.92,67,1011.3,21.8,26.2
2023/5/26 6:40,3.04,36,15.9,20.3,8.33,5.74,72,1011.2,21.8,26.2
2023/5/26 7:10,3.45,38,15.4,19,8.33,6.02,71,1011,21.8,26.3
2023/5/26 7:40,3.25,35,15.2,18.8,9.09,5.87,69,1010.9,21.8,26.4
2023/5/26 8:10,2.95,31,15.3,19.2,8.33,5.7,69,1010.8,21.6,26.2
2023/5/26 8:40,2.97,29,16,20.1,9.09,5.83,76,1010.9,21.5,26.3
2023/5/26 9:10,3.02,25,15.9,19.4,8.33,5.71,73,1011.3,21.1,25.7
2023/5/26 9:40,3.4,22,15.2,19,9.09,6.06,73,1011.4,20.8,25.8
2023/5/26 10:10,3.41,21,15.1,18.5,8.33,5.88,69,1011.7,20.6,25.8
2023/5/26 10:40,3.3,24,15.4,19.2,8.33,5.97,67,1012.1,20.3,25.6
2023/5/26 11:10,3.47,27,14.6,18.7,7.14,6.13,65,1012.2,20.9,25.3
2023/5/26 11:40,3.51,34,15.8,20.4,8.33,6.13,70,1012.2,21.5,25.2
2023/5/26 12:10,3.67,35,15.5,19.3,9.09,6.22,74,1012.6,21.3,25.2
2023/5/26 12:40,3.77,38,15.7,19.3,8.33,6.35,62,1012.8,21.1,25.1
2023/5/26 13:10,3.4,31,15.8,19.6,7.69,6.16,56,1012.9,20.7,25.2
2023/5/26 13:40,3.79,31,16.2,19.8,7.69,6.35,56,1013.3,20.5,25.1
2023/5/26 14:10,3.34,34,16.2,20.1,8.33,6.05,64,1013.4,20.5,25.2
2023/5/26 14:40,3.43,33,15.6,19.3,7.69,6.25,59,1013.5,20.4,25.2
2023/5/26 15:10,3.51,31,16,19.5,9.09,6.18,83,1013.4,20.3,25.2
2023/5/26 15:40,3.38,29,15.8,18.7,9.09,6.1,83,1013.8,20.4,25.2
2023/5/26 16:10,3.72,33,16.1,20.8,7.69,6.38,60,1013.5,20.6,25.3
2023/5/26 16:40,3.45,30,15.6,19.6,8.33,6.17,61,1013.5,20.7,25.3
2023/5/26 17:10,3.79,29,16.8,20.6,9.09,6.41,77,1013.4,20.3,25.3
2023/5/26 17:40,3.62,26,16.2,20.6,8.33,6.29,67,1013.5,19.9,25.3
2023/5/26 18:10,3.37,23,16,19.9,9.09,6.06,76,1013.5,19.9,25.2
2023/5/26 18:40,3.54,27,16.9,21.4,9.09,6.26,85,1013.3,20.2,25.2
2023/5/26 19:10,3.54,24,17,20.9,7.69,6.19,62,1012.9,20.3,25.1
2023/5/26 19:40,3.64,26,17.5,22.1,8.33,6.28,64,1013,20.4,25.1
2023/5/26 20:10,4.43,28,17.2,21.4,9.09,6.75,78,1012.9,20.5,25
2023/5/26 20:40,4.01,28,18.1,23.7,8.33,6.44,62,1012.7,20.4,24.9
2023/5/26 21:10,4.05,31,17.8,22.8,7.69,6.48,63,1012.6,20.4,24.8
2023/5/26 21:40,4.52,31,18,22.5,9.09,6.73,71,1012.5,20.3,24.6
2023/5/26 22:10,4.38,31,17.6,21.5,8.33,6.73,64,1012.9,20.3,24.6
2023/5/26 22:40,4.72,29,17.8,22.9,8.33,6.8,59,1013.2,20.1,24.5
2023/5/26 23:10,4.22,25,18.4,24.3,9.09,6.73,75,1013.1,19.7,24.3
2023/5/26 23:40,4.76,26,18.1,23.5,9.09,6.92,75,1013.3,19.9,24.2
2023/5/27 0:10,4.57,19,17.7,22.8,9.09,6.7,68,1013,19.7,24.1
2023/5/27 0:40,4.46,19,17.5,21.9,9.09,6.74,75,1013.2,19.6,24
2023/5/27 1:10,4.79,19,18.4,22.5,8.33,6.85,60,1013.1,19.4,24
2023/5/27 1:40,5.32,22,18.1,24.1,9.09,7.23,73,1013,19.6,24
2023/5/27 2:10,4.98,21,18.8,24.9,9.09,7.07,73,1012.8,19.3,24
2023/5/27 2:40,5.3,20,18.7,24.2,9.09,7.21,81,1012.5,19.1,24
2023/5/27 3:10,4.52,19,18.8,23.3,10,6.93,85,1012,19,24
2023/5/27 3:40,4.78,22,19.5,24.8,10,7.01,83,1011.6,19.1,24
2023/5/27 4:10,5.04,24,19.4,25.3,8.33,7.19,63,1011.4,19,24
2023/5/27 4:40,5.13,22,18.7,23.6,10,7.11,83,1011.3,18.7,24
2023/5/27 5:10,4.88,26,18.4,22.8,10,7.15,75,1010.7,18.9,24
2023/5/27 5:40,5.18,28,18.6,23.5,10,7.29,85,1010.5,19.1,24
2023/5/27 6:10,4.92,25,18.3,24.1,10,7.17,83,1010,18.8,24
2023/5/27 6:40,5.07,25,19.9,24.9,9.09,7.07,76,1008.8,18.3,24
2023/5/27 7:10,4.8,27,20.5,26.1,10,7.03,74,1008,18.4,24
2023/5/27 7:40,5.27,29,19,23.4,10,7.32,83,1008.7,19.3,24.1
2023/5/27 8:10,5.06,28,19,23.9,8.33,7.18,55,1008.2,19.1,24.1
2023/5/27 8:40,5.45,31,20.6,25.8,9.09,7.23,62,1007,18.9,24.1
2023/5/27 9:10,5.35,34,18.8,24.7,8.33,7.35,55,1007.6,19.3,24.1
2023/5/27 9:40,4.83,31,18.3,23.3,10.81,7.02,79,1007.8,19.7,24.1
2023/5/27 10:10,5.29,39,19.1,24.3,9.09,7.21,62,1008.1,20.1,24.1
2023/5/27 10:40,4.87,37,19.5,25.5,9.09,6.96,68,1007.5,20.1,24.1
2023/5/27 11:10,4.99,38,19,24.5,9.09,7.18,60,1007.5,20.2,24.1
2023/5/27 11:40,5.42,39,17.8,23.1,8.33,7.28,66,1007.6,20.5,24.1
2023/5/27 12:10,4.66,41,17.6,26.9,9.09,6.87,65,1006.7,21.1,24.1
2023/5/27 12:40,5.53,40,19.1,25.3,9.09,7.18,60,1007.2,21.5,24.1
2023/5/27 13:10,5.1,35,15.2,20,10,7.13,77,1007,21.9,24.1
2023/5/27 13:40,4.14,41,17.2,22.7,7.69,6.6,57,1006.5,22.1,24.1
2023/5/27 14:10,4.58,36,15.8,19.4,7.69,6.67,54,1006.2,22.3,24.1
2023/5/27 14:40,3.99,76,14.8,19.5,8.33,6.53,59,1006.7,23.7,24.2
2023/5/27 15:10,4.44,95,13.2,18.5,9.09,6.94,76,1006.9,23.4,24.2
2023/5/27 15:40,4.2,106,14.4,18.8,8.33,6.67,70,1007.3,25.3,24.2
2023/5/27 16:10,4.32,108,14.7,18.7,9.09,6.7,73,1007.3,25,24.2
2023/5/27 16:40,4.61,110,12.4,15.8,7.69,6.77,93,1007.4,24.7,24.2
2023/5/27 17:10,4.1,109,12,15.5,8.33,6.5,88,1007.5,24.7,24.3
2023/5/27 17:40,3.83,123,12.4,16.2,8.33,6.38,103,1007.6,24.7,24.3
2023/5/27 18:10,4.15,131,11.6,15.3,8.33,6.64,88,1007.6,24.4,24.3
2023/5/27 18:40,3.97,135,11.9,14.6,7.69,6.62,108,1007.5,24,24.3
2023/5/27 19:10,3.64,138,11.3,13.8,8.33,6.28,135,1007.7,23.7,24.3
2023/5/27 19:40,3.69,141,11.4,14.9,8.33,6.53,104,1007.9,23.5,24.3
2023/5/27 20:10,3.96,135,11.1,14.3,8.33,6.77,128,1007.9,23.3,24.3
2023/5/27 20:40,3.56,140,10.5,13.4,8.33,6.43,113,1008.1,22.9,24.3
2023/5/27 21:10,3.64,135,10.5,14.1,8.33,6.51,142,1008.3,22.9,24.3
2023/5/27 21:40,3.38,136,10.4,13.2,8.33,6.47,128,1008.7,22.5,24.3
2023/5/27 22:10,3.25,125,10.5,12.6,8.33,6.56,124,1008.6,22.4,24.3
2023/5/27 22:40,3.29,127,10.5,13.3,8.33,6.35,134,1008.9,22.3,24.3
2023/5/27 23:10,3.41,130,10.1,13,8.33,6.44,128,1009.1,22.3,24.3
2023/5/27 23:40,3.23,127,10.7,13.6,7.69,6.14,159,1009.4,22.2,24.3
2023/5/28 0:10,3.11,122,10.1,12.4,7.69,6.21,168,1009.8,22.3,24.2
2023/5/28 0:40,3.03,120,10.5,12.5,7.69,6.1,115,1009.9,22.4,24.2
2023/5/28 1:10,2.81,113,10,12.6,7.69,5.9,135,1009.9,22.4,24.2
2023/5/28 1:40,2.73,121,11.1,13.8,7.14,5.89,151,1010.1,22.4,24.2
2023/5/28 2:10,2.71,129,10.9,14.3,7.14,5.71,148,1010.3,22.3,24.2
2023/5/28 2:40,2.83,128,10.6,13.7,7.14,5.89,141,1010.2,22.2,24.2
2023/5/28 3:10,2.85,130,11.1,13.6,7.14,5.96,149,1010,21.6,24.2
