labels,preds,error
1.170000009536743102e+00,1.203848077654838367e+00,3.384806811809526472e-02
1.260000002086162585e+00,1.188605089783668411e+00,7.139491230249417342e-02
1.229999984800815405e+00,1.215510428249835906e+00,1.448955655097949879e-02
1.300000005364417843e+00,1.229310011565685201e+00,7.068999379873264211e-02
1.250000016093254063e+00,1.224920431971549872e+00,2.507958412170419038e-02
1.250000016093254063e+00,1.205120323300361562e+00,4.487969279289250046e-02
1.269999988079070885e+00,1.206049124300479836e+00,6.395086377859104942e-02
1.300000005364417843e+00,1.207924755513668069e+00,9.207524985074977408e-02
1.139999992251396144e+00,1.224020098149776414e+00,8.402010589838027066e-02
1.309999991357326365e+00,1.198223200440406755e+00,1.117767909169196106e-01
1.300000005364417843e+00,1.220189068317413250e+00,7.981093704700459313e-02
1.319999977350234888e+00,1.238266972005367172e+00,8.173300534486771518e-02
1.399999983906745848e+00,1.252797865271568112e+00,1.472021186351777366e-01
1.369999966621398890e+00,1.273341738283634061e+00,9.665822833776482881e-02
1.399999983906745848e+00,1.312762375175952734e+00,8.723760873079311473e-02
1.339999949336051932e+00,1.343717644214630136e+00,3.717694878578203799e-03
1.330000022649765024e+00,1.337872739434242231e+00,7.872716784477207241e-03
1.419999955892562893e+00,1.330184940695762652e+00,8.981501519680024082e-02
1.440000046491622943e+00,1.326928295493125853e+00,1.130717509984970892e-01
1.469999945163726673e+00,1.340935570597648674e+00,1.290643745660779995e-01
1.469999945163726673e+00,1.388216351270675553e+00,8.178359389305112082e-02
1.499999962449073632e+00,1.412976272702217040e+00,8.702368974685659175e-02
1.540000025033950726e+00,1.443621546030044556e+00,9.637847900390617006e-02
1.549999951720237634e+00,1.501724836230277971e+00,4.827511548995966351e-02
1.570000042319297684e+00,1.546611171364784099e+00,2.338887095451358533e-02
1.410000029206275984e+00,1.588165186047553856e+00,1.781651568412778719e-01
1.549999951720237634e+00,1.593881395459175065e+00,4.388144373893743122e-02
1.559999997019767770e+00,1.592924898266792288e+00,3.292490124702451837e-02
1.670000020861625689e+00,1.586748706698417610e+00,8.325131416320807887e-02
1.570000042319297684e+00,1.580700854659080390e+00,1.070081233978270596e-02
1.529999979734420812e+00,1.553618011474609206e+00,2.361803174018839435e-02
1.570000042319297684e+00,1.546297320723533542e+00,2.370272159576414239e-02
1.570000042319297684e+00,1.571253784298896727e+00,1.253741979599043432e-03
1.609999986290931551e+00,1.590552633404731742e+00,1.944735288619980906e-02
1.620000031590461687e+00,1.581426411867141724e+00,3.857361972331996292e-02
1.549999951720237634e+00,1.578365004062652455e+00,2.836505234241482043e-02
1.590000014305114728e+00,1.573770164251327541e+00,1.622985005378718704e-02
1.789999971389770517e+00,1.562639378905296361e+00,2.273605924844741555e-01
1.629999958276748595e+00,1.604302043318748483e+00,2.569791495800011205e-02
1.620000031590461687e+00,1.615893166661262370e+00,4.106864929199316450e-03
1.570000042319297684e+00,1.609135532975196847e+00,3.913549065589916331e-02
1.640000003576278509e+00,1.579423864483833206e+00,6.057613909244530248e-02
1.520000053048133681e+00,1.579848737120628233e+00,5.984868407249455124e-02
1.540000025033950726e+00,1.567090815305709706e+00,2.709079027175897991e-02
1.490000035762786723e+00,1.544180074334144503e+00,5.418003857135778034e-02
1.620000031590461687e+00,1.505142795443534798e+00,1.148572361469268888e-01
1.609999986290931551e+00,1.510522854924201797e+00,9.947713136672975409e-02
1.549999951720237634e+00,1.536114136576652411e+00,1.388581514358522284e-02
1.490000035762786723e+00,1.528769841790199147e+00,3.876980602741242343e-02
1.440000046491622943e+00,1.525923479795455950e+00,8.592343330383300781e-02
1.479999990463256809e+00,1.464810022711753756e+00,1.518996775150305290e-02
1.430000001192092807e+00,1.450050027966499178e+00,2.005002677440637093e-02
1.499999962449073632e+00,1.436642580032348571e+00,6.335738241672506099e-02
1.579999969005584592e+00,1.457785746455192433e+00,1.222142225503921598e-01
1.469999945163726673e+00,1.508273236155509789e+00,3.827329099178311544e-02
1.609999986290931551e+00,1.530517370700836155e+00,7.948261559009539567e-02
1.579999969005584592e+00,1.577124546766281110e+00,2.875422239303482286e-03
1.520000053048133681e+00,1.610423910021781868e+00,9.042385697364818675e-02
1.679999947547912598e+00,1.595974919199943498e+00,8.402502834796909958e-02
1.730000055432319606e+00,1.620660351514816133e+00,1.093397039175034724e-01
1.679999947547912598e+00,1.659783269166946296e+00,2.021667838096630199e-02
1.629999958276748595e+00,1.686033210158347950e+00,5.603325188159935522e-02
1.730000055432319606e+00,1.690933241844177148e+00,3.906681358814245719e-02
1.819999988675117475e+00,1.720458213090896527e+00,9.954177558422094840e-02
1.739999982118606514e+00,1.713983471989631635e+00,2.601651012897487902e-02
1.789999971389770517e+00,1.695114951729774333e+00,9.488501965999618371e-02
1.780000044703483386e+00,1.719371834397315890e+00,6.062821030616749596e-02
1.930000012516975394e+00,1.703717139959335158e+00,2.262828725576402356e-01
1.750000027418136428e+00,1.788872433900833059e+00,3.887240648269663090e-02
1.940000057816505308e+00,1.809805892109870751e+00,1.301941657066345570e-01
1.839999960660934297e+00,1.855280074477195562e+00,1.528011381626126486e-02
1.750000027418136428e+00,1.901848464012145801e+00,1.518484365940093728e-01
1.869999977946281255e+00,1.866954701542854256e+00,3.045276403426999678e-03
1.769999999403953472e+00,1.856008478403091244e+00,8.600847899913777184e-02
1.780000044703483386e+00,1.838919987082481278e+00,5.891994237899789155e-02
1.830000033974647389e+00,1.836228415369987488e+00,6.228381395340099047e-03
1.800000016689300431e+00,1.852109779715537918e+00,5.210976302623748779e-02
1.869999977946281255e+00,1.841700281500816327e+00,2.829969644546492802e-02
1.830000033974647389e+00,1.850118856430053693e+00,2.011882245540630443e-02
1.819999988675117475e+00,1.868885487914085264e+00,4.888549923896778893e-02
1.910000040531158350e+00,1.887913780212402193e+00,2.208626031875615681e-02
1.860000051259994347e+00,1.897379472851753235e+00,3.737942159175888790e-02
1.930000012516975394e+00,1.931302385926246590e+00,1.302373409271195825e-03
1.880000023245811391e+00,1.969823934435844359e+00,8.982391119003296787e-02
1.889999949932098300e+00,2.001593661308288308e+00,1.115937113761900079e-01
1.809999943375587339e+00,1.969229444861411826e+00,1.592295014858244873e-01
1.880000023245811391e+00,1.910321719646453698e+00,3.032169640064230620e-02
1.780000044703483386e+00,1.856047502160072193e+00,7.604745745658880729e-02
1.850000005960464433e+00,1.782067710757255563e+00,6.793229520320887005e-02
1.689999992847442511e+00,1.776505935788154522e+00,8.650594294071201062e-02
1.800000016689300431e+00,1.728603147268295226e+00,7.139686942100520461e-02
1.709999964833259556e+00,1.714189503192901531e+00,4.189538359641975518e-03
1.839999960660934297e+00,1.729330602288245977e+00,1.106693583726883201e-01
1.869999977946281255e+00,1.780001586675643788e+00,8.999839127063746780e-02
1.880000023245811391e+00,1.852804616093635559e+00,2.719540715217583227e-02
2.019999945759773041e+00,1.936998786926269478e+00,8.300115883350356327e-02
1.999999973773956219e+00,2.030395210385322446e+00,3.039523661136622756e-02
2.200000049471854791e+00,2.111126586198806443e+00,8.887346327304834759e-02
2.209999976158141699e+00,2.190609439015388293e+00,1.939053714275340567e-02
2.340000090599060112e+00,2.276254842877387663e+00,6.374524772167244890e-02
2.289999982714652660e+00,2.378684376478195084e+00,8.868439376354242398e-02
2.270000010728835615e+00,2.438632932901382055e+00,1.686329221725464400e-01
2.390000079870223892e+00,2.443282572031020727e+00,5.328249216079683492e-02
2.590000036954879459e+00,2.454844279289245534e+00,1.351557576656339243e-01
2.609999890327453276e+00,2.508183231353759535e+00,1.018166589736937411e-01
2.619999935626983412e+00,2.577483493089675726e+00,4.251644253730768597e-02
2.609999890327453276e+00,2.637909823656082065e+00,2.790993332862878873e-02
2.690000015497207464e+00,2.691375929117202581e+00,1.375913619995117188e-03
2.669999924898147192e+00,2.726923131942748935e+00,5.692320704460174241e-02
2.650000071525573375e+00,2.744982947111129334e+00,9.498287558555595922e-02
3.139999918937682821e+00,2.755957993268966622e+00,3.840419256687161997e-01
3.010000041723251307e+00,2.890568367242813075e+00,1.194316744804382324e-01
3.020000087022780999e+00,3.013551559448242045e+00,6.448527574538953644e-03
3.349999921321868523e+00,3.088328431844710842e+00,2.616714894771576816e-01
3.600000104904174325e+00,3.201139826774596742e+00,3.988602781295775834e-01
3.559999923706054226e+00,3.339984930753707726e+00,2.200149929523464998e-01
3.459999945163726665e+00,3.440034726858138825e+00,1.996521830558783961e-02
3.530000025033950717e+00,3.489781121015548493e+00,4.021890401840222395e-02
3.390000102519988623e+00,3.515711873769759688e+00,1.257117712497710649e-01
3.209999998807906874e+00,3.467656192779540625e+00,2.576561939716337513e-01
3.170000054836272785e+00,3.384377597570419116e+00,2.143775427341463313e-01
3.010000041723251307e+00,3.290826858282088985e+00,2.808268165588376775e-01
3.399999910593032748e+00,3.189386677742004128e+00,2.106132328510286200e-01
3.220000044107437009e+00,3.184670852422713860e+00,3.532919168472314908e-02
3.039999940395354816e+00,3.155094877481460447e+00,1.150949370861056309e-01
2.819999892711638978e+00,3.107961295843124194e+00,2.879614031314852163e-01
2.750000050067901380e+00,3.002649104595183971e+00,2.526490545272825905e-01
2.979999905824660900e+00,2.919690053462982160e+00,6.030985236167873964e-02
2.829999938011169114e+00,2.891649171113967576e+00,6.164923310279846191e-02
2.850000028610229386e+00,2.870343860387801982e+00,2.034383177757259631e-02
2.760000095367431516e+00,2.853190487623214366e+00,9.319039225578285013e-02
2.650000071525573375e+00,2.813192204236984129e+00,1.631921327114107534e-01
2.690000015497207464e+00,2.709623864889144862e+00,1.962384939193739797e-02
2.769999903440475197e+00,2.639877854585647388e+00,1.301220488548278098e-01
2.459999922513961490e+00,2.625330414772033549e+00,1.653304922580720593e-01
2.540000047683715678e+00,2.584741200208663603e+00,4.474115252494792472e-02
2.459999922513961490e+00,2.534463418722152639e+00,7.446349620819114890e-02
2.419999978542327845e+00,2.472387177944183279e+00,5.238719940185543322e-02
2.399999887943267574e+00,2.429633983373642003e+00,2.963409543037442972e-02
2.349999898672103793e+00,2.384772082567214735e+00,3.477218389511094188e-02
2.300000028014182796e+00,2.336758153438567742e+00,3.675812542438494646e-02
2.229999948143958743e+00,2.302949939370154908e+00,7.294999122619616472e-02
2.419999978542327845e+00,2.254623820185661209e+00,1.653761583566666360e-01
2.229999948143958743e+00,2.245952243208884980e+00,1.595229506492623628e-02
1.899999995231628214e+00,2.193739523887634046e+00,2.937395286560058327e-01
1.860000051259994347e+00,2.059040545821189561e+00,1.990404945611952137e-01
1.789999971389770517e+00,1.938321680426597471e+00,1.483217090368269542e-01
1.940000057816505308e+00,1.831355546116828714e+00,1.086445116996765936e-01
1.839999960660934297e+00,1.785437512993812481e+00,5.456244766712181615e-02
1.889999949932098300e+00,1.771654891371726936e+00,1.183450585603713634e-01
1.720000010132789470e+00,1.799896467328071514e+00,7.989645719528204459e-02
1.869999977946281255e+00,1.775395004153251577e+00,9.460497379302967857e-02
1.889999949932098300e+00,1.799468510746955685e+00,9.053143918514261479e-02
1.910000040531158350e+00,1.841933000683784405e+00,6.806703984737394464e-02
1.880000023245811391e+00,1.886404189467429937e+00,6.404166221618545762e-03
1.930000012516975394e+00,1.891467314362525798e+00,3.853269815444959612e-02
1.869999977946281255e+00,1.907593496441841063e+00,3.759351849555980785e-02
1.910000040531158350e+00,1.891711539030074940e+00,1.828850150108340955e-02
1.889999949932098300e+00,1.874110519886016846e+00,1.588943004608145415e-02
1.899999995231628214e+00,1.879306017160415454e+00,2.069397807121275967e-02
1.850000005960464433e+00,1.879594128727912761e+00,2.959412276744832759e-02
1.889999949932098300e+00,1.888155395388602997e+00,1.844554543495302568e-03
1.919999967217445258e+00,1.914418265223502891e+00,5.581701993942367324e-03
2.070000053644180049e+00,1.955821285247802521e+00,1.141787683963775279e-01
1.980000001788139175e+00,1.985152916908264009e+00,5.152915120124834658e-03
2.060000008344649913e+00,2.030876187086104956e+00,2.912382125854495740e-02
2.149999941587447783e+00,2.025562788248061796e+00,1.244371533393859863e-01
2.029999991059303177e+00,2.081818795800209010e+00,5.181880474090583277e-02
2.159999986886977918e+00,2.091648156642913481e+00,6.835183024406443764e-02
2.239999993443488879e+00,2.093413121700286705e+00,1.465868717432021739e-01
2.200000049471854791e+00,2.127156454324722112e+00,7.284359514713267814e-02
2.289999982714652660e+00,2.164642153382301260e+00,1.253578293323514004e-01
2.029999991059303177e+00,2.208559536933898837e+00,1.785595458745956599e-01
2.079999980330466958e+00,2.184282727241515953e+00,1.042827469110489957e-01
2.029999991059303177e+00,2.153959726095199478e+00,1.239597350358963013e-01
2.170000032186508054e+00,2.143743330240249545e+00,2.625670194625850939e-02
2.250000038743019015e+00,2.199748114943504085e+00,5.025192379951493038e-02
2.250000038743019015e+00,2.267231221795081630e+00,1.723118305206261525e-02
2.060000008344649913e+00,2.303275176882743747e+00,2.432751685380938333e-01
2.159999986886977918e+00,2.257445985078811557e+00,9.744599819183363820e-02
1.969999956488609261e+00,2.233229312300681890e+00,2.632293558120726296e-01
2.129999969601630738e+00,2.139916273951530279e+00,9.916304349899540682e-03
1.919999967217445258e+00,2.143535875678062030e+00,2.235359084606167723e-01
1.999999973773956219e+00,2.102568996548652258e+00,1.025690227746960392e-01
1.889999949932098300e+00,2.053342365622520038e+00,1.633424156904217384e-01
1.880000023245811391e+00,1.976922462582588080e+00,9.692243933677668899e-02
1.869999977946281255e+00,1.925562453866004775e+00,5.556247591972351962e-02
2.029999991059303177e+00,1.899867148399353001e+00,1.301328426599501764e-01
1.889999949932098300e+00,1.905195729732513277e+00,1.519577980041497689e-02
1.919999967217445258e+00,1.861893711686134267e+00,5.810625553131099075e-02
2.040000036358832869e+00,1.843636998534202487e+00,1.963630378246303820e-01
1.850000005960464433e+00,1.829634467959403876e+00,2.036553800106055689e-02
1.800000016689300431e+00,1.814415439963340759e+00,1.441542327404032875e-02
1.759999954104423336e+00,1.799746540188789323e+00,3.974658608436598684e-02
1.960000029802322352e+00,1.773376206755638007e+00,1.866238230466843451e-01
1.940000057816505308e+00,1.811625182032585046e+00,1.283748757839202614e-01
1.789999971389770517e+00,1.859854631423950133e+00,6.985466003417961645e-02
1.750000027418136428e+00,1.865063176155090208e+00,1.150631487369537798e-01
1.780000044703483386e+00,1.851663556694984392e+00,7.166351199150100548e-02
1.700000038146972647e+00,1.809013081192970107e+00,1.090130430459974598e-01
1.579999969005584592e+00,1.798894185423850933e+00,2.188942164182663408e-01
1.720000010132789470e+00,1.721821672320365870e+00,1.821662187576400527e-03
1.769999999403953472e+00,1.705040507912635617e+00,6.495949149131785560e-02
1.759999954104423336e+00,1.743385559916496241e+00,1.661439418792709510e-02
1.860000051259994347e+00,1.773468013405799848e+00,8.653203785419449900e-02
1.999999973773956219e+00,1.849292477965354786e+00,1.507074958086014327e-01
2.170000032186508054e+00,1.963204959630965973e+00,2.067950725555420810e-01
2.140000014901160874e+00,2.147936545610427572e+00,7.936530709266698125e-03
2.190000004172325099e+00,2.270476242899894359e+00,8.047623872756926033e-02
2.129999969601630738e+00,2.347690261602401574e+00,2.176902920007708353e-01
2.380000034570693757e+00,2.352403477430343504e+00,2.759655714035025298e-02
2.590000036954879459e+00,2.425522848367690720e+00,1.644771885871887385e-01
2.330000045299529976e+00,2.513455827236175555e+00,1.834557819366455789e-01
2.395000102519988960e+00,2.539151962995529033e+00,1.441518604755400723e-01
2.459999922513961490e+00,2.559125484228133907e+00,9.912556171417241657e-02
2.480000013113021762e+00,2.556963876485824461e+00,7.696386337280269885e-02
2.619999935626983412e+00,2.541976855993270501e+00,7.802307963371291066e-02
2.590000036954879459e+00,2.556580044031143029e+00,3.341999292373643016e-02
2.629999980926513548e+00,2.570445220470428449e+00,5.955476045608509850e-02
2.519999957084655406e+00,2.624662859439849782e+00,1.046629023551943760e-01
2.500000103712081589e+00,2.653466424942016566e+00,1.534663212299349766e-01
2.569999946355819631e+00,2.664076853990554827e+00,9.407690763473519624e-02
2.469999967813491626e+00,2.646796802282333161e+00,1.767968344688415350e-01
2.390000079870223892e+00,2.581864354610442724e+00,1.918642747402188320e-01
2.340000090599060112e+00,2.496889115571975459e+00,1.568890249729153474e-01
2.359999943971633929e+00,2.424469562768936104e+00,6.446961879730217504e-02
2.559999901056289495e+00,2.422968393564223888e+00,1.370315074920656073e-01
2.729999959468841553e+00,2.504287023544311541e+00,2.257129359245300115e-01
2.660000116825103511e+00,2.606144722700118876e+00,5.385539412498463463e-02
2.609999890327453276e+00,2.703216851949691524e+00,9.321696162223824800e-02
2.729999959468841553e+00,2.759625989198684515e+00,2.962602972984296201e-02
2.779999948740005333e+00,2.794522479772567625e+00,1.452253103256229139e-02
2.719999914169311417e+00,2.819748669862747192e+00,9.974875569343577553e-02
3.010000041723251307e+00,2.843843052387237336e+00,1.661569893360139716e-01
2.800000039339065161e+00,2.889290428161620738e+00,8.929038882255557752e-02
2.929999916553497119e+00,2.940658739805221522e+00,1.065882325172440304e-02
2.939999961853027255e+00,2.971577416658401471e+00,3.157745480537421656e-02
2.939999961853027255e+00,3.031918820142745830e+00,9.191885828971857464e-02
2.950000007152556947e+00,3.071934895515441521e+00,1.219348883628845748e-01
2.910000063180923302e+00,3.107129579782485607e+00,1.971295166015623046e-01
2.900000017881393166e+00,3.098666050434112140e+00,1.986660325527189741e-01
3.079999884366988905e+00,3.093859130144119174e+00,1.385924577713026906e-02
3.440000091791152848e+00,3.154049183130263945e+00,2.859509086608889028e-01
3.530000025033950717e+00,3.245766161680221362e+00,2.842338633537293546e-01
3.640000048875808414e+00,3.395092406272887775e+00,2.449076426029206388e-01
3.370000011920928795e+00,3.534160977602004650e+00,1.641609656810758544e-01
3.729999982118606283e+00,3.646470164060592545e+00,8.352981805801373838e-02
3.690000038146972194e+00,3.757025535106658598e+00,6.702549695968640364e-02
3.869999904632567933e+00,3.815219801664352151e+00,5.478010296821578251e-02
3.919999893903732158e+00,3.927793732881545541e+00,7.793838977813383195e-03
4.199999976158141912e+00,4.026308199167250912e+00,1.736917769908910003e-01
4.999999804496765066e+00,4.192117414474486381e+00,8.078823900222786847e-01
4.940000007152557160e+00,4.545697324275970175e+00,3.943026828765869851e-01
5.080000166893005265e+00,4.817565045356750453e+00,2.624351215362548118e-01
5.080000166893005265e+00,5.082111957073211173e+00,2.111790180205908030e-03
5.349999966621398428e+00,5.229742743968962770e+00,1.202572226524356580e-01
5.665000207424163214e+00,5.390820002555846813e+00,2.741802048683164017e-01
5.979999973773955979e+00,5.520106539726256756e+00,4.598934340476992233e-01
7.770000016689300182e+00,5.834595794677733593e+00,1.935404222011566588e+00
7.629999856948852077e+00,6.430226902961730495e+00,1.199772953987121582e+00
7.639999902248382213e+00,7.002332260608672421e+00,6.376676416397097924e-01
8.039999816417692458e+00,7.417485728263854661e+00,6.225140881538377968e-01
7.710000219345092276e+00,7.751228284835814719e+00,4.122806549072244309e-02
7.360000057220458025e+00,7.807113626003264528e+00,4.471135687828065031e-01
7.739999880790709774e+00,7.723738954067229656e+00,1.626092672348011803e-02
8.289999999999999147e+00,7.626284415721892529e+00,6.637155842781066184e-01
7.180000190734862286e+00,7.602707898616790416e+00,4.227077078819281297e-01
8.279999954700468123e+00,7.343799860477446373e+00,9.362000942230217504e-01
7.199999806880950537e+00,7.274971442222594398e+00,7.497163534164386078e-02
6.689999868869780819e+00,7.038736562728881374e+00,3.487366938591005550e-01
5.539999878406524303e+00,6.635677850246429088e+00,1.095677971839904785e+00
5.180000145435332826e+00,5.990125274658202770e+00,8.101251292228699441e-01
5.629999811649321728e+00,5.309271500110625652e+00,3.207283115386960759e-01
4.530000047683715003e+00,4.916148307323455313e+00,3.861482596397403100e-01
4.460000205039977850e+00,4.542166445255278795e+00,8.216624021530094524e-02
4.799999847412109055e+00,4.401224021911620987e+00,3.987758255004880681e-01
4.199999976158141912e+00,4.424431414604186763e+00,2.244314384460448508e-01
4.369999797344207515e+00,4.418248817920684246e+00,4.824902057647673104e-02
4.560000183582305411e+00,4.474202954769133989e+00,8.579722881317142225e-02
4.379999842643737651e+00,4.534666767120360653e+00,1.546669244766230022e-01
4.860000119209288982e+00,4.555928428173064759e+00,3.040716910362242231e-01
4.780000231266021693e+00,4.648235151767730500e+00,1.317650794982911933e-01
4.609999935626983181e+00,4.708347394466399827e+00,9.834745883941664601e-02
4.950000052452087296e+00,4.747817611694335582e+00,2.021824407577517135e-01
5.070000121593475129e+00,4.814066903591155189e+00,2.559332180023199399e-01
4.929999961853027024e+00,4.929608063697814124e+00,3.918981552128997237e-04
4.679999778270721222e+00,5.003988530635833598e+00,3.239887523651123757e-01
4.860000119209288982e+00,5.005790977478026704e+00,1.457908582687377219e-01
4.469999775886535076e+00,5.001642360687255540e+00,5.316425848007204635e-01
3.989999973773955766e+00,4.847435655593871573e+00,8.574356818199158070e-01
3.819999915361404152e+00,4.607767634391784384e+00,7.877677190303802313e-01
3.850000051259994116e+00,4.317434678077697541e+00,4.674346268177034247e-01
3.690000038146972194e+00,4.022768068313598455e+00,3.327680301666262608e-01
3.700000083446502330e+00,3.768920308351516368e+00,6.892022490501403809e-02
3.299999932050704743e+00,3.578958352804183729e+00,2.789584207534789861e-01
3.449999899864196529e+00,3.399979983568191422e+00,5.001991629600510691e-02
3.070000076293945224e+00,3.311503044366836068e+00,2.415029680728908446e-01
2.989999951124191035e+00,3.159286669492721522e+00,1.692867183685304866e-01
3.020000087022780999e+00,3.019850634336471273e+00,1.494526863097256353e-04
2.920000108480453438e+00,2.920847007036208698e+00,8.468985557552599630e-04
2.889999972581863030e+00,2.850700558423995723e+00,3.929941415786730730e-02
2.839999983310699250e+00,2.805041339397430278e+00,3.495864391326897191e-02
2.789999994039535469e+00,2.764816030263900437e+00,2.518396377563503208e-02
3.160000009536743093e+00,2.722898110151290574e+00,4.371018993854525192e-01
3.010000041723251307e+00,2.751683646440505893e+00,2.583163952827454146e-01
2.619999935626983412e+00,2.768656964302062651e+00,1.486570286750792391e-01
2.929999916553497119e+00,2.693497682809829374e+00,2.365022337436677446e-01
2.970000097751617218e+00,2.662284133434295263e+00,3.077159643173219550e-01
2.800000039339065161e+00,2.679021885395049818e+00,1.209781539440153431e-01
2.779999948740005333e+00,2.680327817201614060e+00,9.967213153839127315e-02
2.629999980926513548e+00,2.656741099357604607e+00,2.674111843109105990e-02
2.679999970197677328e+00,2.621693969964980830e+00,5.830600023269649768e-02
2.850000028610229386e+00,2.598314113616943200e+00,2.516859149932861861e-01
2.729999959468841553e+00,2.618468638658523417e+00,1.115313208103181353e-01
2.409999933242797709e+00,2.631395821571349991e+00,2.213958883285522816e-01
2.419999978542327845e+00,2.581595577001571495e+00,1.615955984592436501e-01
2.590000036954879459e+00,2.497558094263076622e+00,9.244194269180283641e-02
2.569999946355819631e+00,2.462812242507934180e+00,1.071877038478854516e-01
2.359999943971633929e+00,2.455507564544677557e+00,9.550762057304362784e-02
2.380000034570693757e+00,2.432157598733901693e+00,5.215756416320793676e-02
2.259999965429305924e+00,2.399181931018829150e+00,1.391819655895232266e-01
2.359999943971633929e+00,2.338698428869247170e+00,2.130151510238675883e-02
2.200000049471854791e+00,2.323627667427062615e+00,1.236276179552078247e-01
2.289999982714652660e+00,2.305523846745490602e+00,1.552386403083794164e-02
2.380000034570693757e+00,2.318533584475516829e+00,6.146645009517692770e-02
2.430000023841857537e+00,2.366313252449035343e+00,6.368677139282219457e-02
2.359999943971633929e+00,2.454608238935470421e+00,9.460829496383649229e-02
2.719999914169311417e+00,2.560402237176894857e+00,1.595976769924165595e-01
2.590000036954879459e+00,2.677577887773513687e+00,8.757785081863422860e-02
2.619999935626983412e+00,2.729355652332305482e+00,1.093557167053220702e-01
2.819999892711638978e+00,2.769635523557662626e+00,5.036436915397635161e-02
2.690000015497207464e+00,2.843337048292159608e+00,1.533370327949521439e-01
2.719999914169311417e+00,2.874315031766891071e+00,1.543151175975796541e-01
2.509999911785125715e+00,2.844390096664428658e+00,3.343901848793029430e-01
2.490000058412551898e+00,2.780028178691863694e+00,2.900281202793117963e-01
2.530000002384185542e+00,2.688240981101989391e+00,1.582409787178038485e-01
2.430000023841857537e+00,2.555069860219955302e+00,1.250698363780977651e-01
2.419999978542327845e+00,2.407759091854095423e+00,1.224088668823242188e-02
2.140000014901160874e+00,2.326733911037444980e+00,1.867338961362841054e-01
2.459999922513961490e+00,2.226347253322601194e+00,2.336526691913602960e-01
2.179999958872794963e+00,2.197639171481132081e+00,1.763921260833711813e-02
2.399999887943267574e+00,2.173328675627708151e+00,2.266712123155594227e-01
2.369999989271163621e+00,2.213576877117156894e+00,1.564231121540067271e-01
2.640000026226043683e+00,2.211644074320792797e+00,4.283559519052508868e-01
2.430000023841857537e+00,2.304163352847099056e+00,1.258366709947584816e-01
2.300000028014182796e+00,2.335573207139968854e+00,3.557317912578605856e-02
2.469999967813491626e+00,2.310767500996589341e+00,1.592324668169022850e-01
2.220000021457671835e+00,2.363750969171523941e+00,1.437509477138521063e-01
2.309999954700469704e+00,2.294234712719917191e+00,1.576524198055251347e-02
2.239999993443488879e+00,2.232011391520499988e+00,7.988601922988891602e-03
2.359999943971633929e+00,2.238894992470740863e+00,1.211049515008930655e-01
2.309999954700469704e+00,2.219763625264167484e+00,9.023632943630222059e-02
2.170000032186508054e+00,2.232189785838126994e+00,6.218975365161893976e-02
2.250000038743019015e+00,2.163427316546439716e+00,8.657272219657929924e-02
2.109999997615814138e+00,2.172702279090881206e+00,6.270228147506706762e-02
2.109999997615814138e+00,2.110954122543334588e+00,9.541249275204499725e-04
2.170000032186508054e+00,2.026786521077155623e+00,1.432135111093524316e-01
1.940000057816505308e+00,2.026044832468032464e+00,8.604477465152715610e-02
2.060000008344649913e+00,1.969635576605796690e+00,9.036443173885322366e-02
2.010000019073486133e+00,1.958989800810813753e+00,5.101021826267237991e-02
1.880000023245811391e+00,1.917045311331748936e+00,3.704528808593754441e-02
2.029999991059303177e+00,1.896813450455665517e+00,1.331865406036376598e-01
1.850000005960464433e+00,1.889036929011344901e+00,3.903692305088046766e-02
1.999999973773956219e+00,1.816878799796104227e+00,1.831211739778519920e-01
1.769999999403953472e+00,1.879683563113212497e+00,1.096835637092590243e-01
1.940000057816505308e+00,1.794457931518554483e+00,1.455421262979508246e-01
2.060000008344649913e+00,1.806911491751670651e+00,2.530885165929792624e-01
1.759999954104423336e+00,1.885340821743011430e+00,1.253408676385880938e-01
1.869999977946281255e+00,1.855851553082465966e+00,1.414842486381528985e-02
1.720000010132789470e+00,1.790908430218696390e+00,7.090842008590692025e-02
1.759999954104423336e+00,1.724717140197753906e+00,3.528281390666943018e-02
1.739999982118606514e+00,1.740926351547241069e+00,9.263694286345547368e-04
1.730000055432319606e+00,1.768605107665061960e+00,3.860505223274235398e-02
1.620000031590461687e+00,1.766111145615577582e+00,1.461111140251158957e-01
1.689999992847442511e+00,1.738240829110145436e+00,4.824083626270292413e-02
1.679999947547912598e+00,1.691092658042907537e+00,1.109271049499493955e-02
1.730000055432319606e+00,1.697228402495384092e+00,3.277165293693551362e-02
1.629999958276748595e+00,1.688248786926269451e+00,5.824882864952085626e-02
1.750000027418136428e+00,1.686824834942817652e+00,6.317519247531877546e-02
1.679999947547912598e+00,1.701602858901023696e+00,2.160291135311109834e-02
1.590000014305114728e+00,1.703759722113609154e+00,1.137597078084944258e-01
1.640000003576278509e+00,1.640205916166305400e+00,2.059125900268909959e-04
1.670000020861625689e+00,1.615986871123313851e+00,5.401314973831183863e-02
1.510000007748603768e+00,1.609573097229003880e+00,9.957308948040011209e-02
1.510000007748603768e+00,1.572806906104087687e+00,6.280689835548391997e-02
1.599999940991401637e+00,1.525623032450675876e+00,7.437690854072576130e-02
1.629999958276748595e+00,1.508963090777396987e+00,1.210368674993516080e-01
1.599999940991401637e+00,1.541804962754249608e+00,5.819497823715202856e-02
